title;authors;affiliations;publication;year;paper_type;citation;download;keywords_ieee;keywords_controlled;keywords_non_controlled;keywords_author;url;acronym
"Computation of dynamic program slices for unstructured programs";"B. Korel";"Dept. of Comput. Sci., Illinois Inst. of Technol., Chicago, IL, USA";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"42";"115";"Heuristic algorithms|Software testing|Software maintenance|Software debugging|Algorithm design and analysis";"program diagnostics|program debugging|program control structures";"debugging|dynamic program slice computation|unstructured programs|executable part|execution position|data dependencies|control dependencies|removable block|variable value computation|contributing computations|noncontributing computations|Pascal programs|execution trace";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=581327";"TOSE"
"Achieving strong consistency in a distributed file system";"P. Triantafillou|C. Neilson";"Dept. of Comput. Eng., Crete Tech. Univ., Greece|Dept. of Comput. Eng., Crete Tech. Univ., Greece";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"7";"265";"File systems|File servers|Prototypes|Concurrent computing|Access protocols|Distributed computing|Fault tolerant systems|Load management|Cost function|Availability";"access protocols|replicated databases|concurrency control|distributed databases|system recovery|client-server systems";"caching|strong consistency semantics enforcement|distributed file system|fault tolerance|replicated file system protocol|transparency|system failure recovery|concurrent access|efficiency|load balancing|physically close server selection|file system activity|operation costs|file session|prototype|performance|NFS|nonreplicated version|availability";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=581328";"TOSE"
"A note on regeneration with virtual copies";"R.J. Hilderman|H.J. Hamilton";"Dept. of Comput. Sci., Regina Univ., Sask., Canada|Dept. of Comput. Sci., Regina Univ., Sask., Canada";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"2";"31";"Maintenance|Distributed computing|Availability|Partitioning algorithms|Performance analysis|Control systems|Voting|Algorithm design and analysis";"distributed databases|virtual storage|system recovery|replicated databases|concurrency control";"RVC algorithm|selective regeneration mechanisms|virtual copies|voting-based consistency control algorithm|replicated data objects|distributed computing system|selective recovery mechanisms|copy availability|copy consistency|dynamic voting|mutual consistency|network partitioning|reliability";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=581329";"TOSE"
"Algorithms for scheduling real-time tasks with input error and end-to-end deadlines";" Wu-Chun Feng|J.W.-S. Liu";"Dept. of Comput. Sci., Illinois Univ., Urbana, IL, USA|Dept. of Comput. Sci., Illinois Univ., Urbana, IL, USA";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"31";"93";"Scheduling algorithm|Timing|Processor scheduling|Error correction|Computer applications|Distributed computing|Real time systems|Robustness|Degradation|Video compression";"scheduling|real-time systems|programming theory";"imprecise-computation technique|real-time task scheduling algorithms|input error|end-to-end deadlines|composite task|component tasks|two-level scheduler|imprecise tasks|transient overload";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=585499";"TOSE"
"Implementing atomic actions in Ada 95";"A. Wellings|A. Burns";"Dept. of Comput. Sci., York Univ., UK|Dept. of Comput. Sci., York Univ., UK";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"6";"59";"Fault tolerant systems|Computer languages|Fault tolerance|Redundancy|Fault detection|Computer Society|Packaging|Protection|Error correction|Abortion";"parallel programming|Ada|software fault tolerance|system recovery|exception handling|concurrency control";"recovery blocks|atomic actions|Ada 95|dynamic structuring technique|fault-tolerant concurrent systems|software fault tolerance techniques|packages|protected objects|requeue|exceptions|asynchronous transfer of control|tagged types|controlled types|error recovery|task abortion|deserter tasks|exception handling";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=585500";"TOSE"
"Composition validation and subjectivity in GenVoca generators";"D. Batory|B.J. Geraci";"Dept. of Comput. Sci., Texas Univ., Austin, TX, USA|Dept. of Comput. Sci., Texas Univ., Austin, TX, USA";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"48";"61";"Software systems|Software libraries|Application software|Programming|Buildings|Software tools|Logic|Debugging|Algorithm design and analysis|Encoding";"program verification|software tools|computer aided software engineering|application generators|software reusability|software libraries";"code synthesis|composition validation|subjectivity|GenVoca generators|software system synthesis|reuse libraries|standardized interfaces|syntactically correct compositions|semantic correctness|domain-independent algorithms|mutability|customized interfaces|software generators|design rule checking|high-level specifications";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=585497";"TOSE"
"Representation inheritance: a safe form of 'White box' code inheritance";"S.H. Edwards";"Dept. of Comput. Sci., Virginia Polytech. Inst. & State Univ., Blacksburg, VA, USA";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"4";"53";"Protection|Encapsulation|Computer Society|Object oriented modeling|Functional programming|Object oriented programming|Safety|Programming profession|Computer science";"software reusability|inheritance|encapsulation|object-oriented programming";"representation invariance|representation inheritance|black box code inheritance|superclass implementations|white box code inheritance|encapsulation|software reuse|abstraction relations|abstraction function|behavioral subtypes|model-based specification|object-oriented programming";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=585498";"TOSE"
"Comments on 'Towards a framework for software measurement validation'";"S. Morasca|L.C. Briand|V.R. Basili|E.J. Weyuker|M.V. Zelkowitz|B. Kitchenham|S. Lawrence Pfleeger|N. Fenton";"Dipartimento di Elettronica, Politecnico di Milano, Italy|Dipartimento di Elettronica, Politecnico di Milano, Italy|Dipartimento di Elettronica, Politecnico di Milano, Italy|Dipartimento di Elettronica, Politecnico di Milano, Italy|Dipartimento di Elettronica, Politecnico di Milano, Italy|Dipartimento di Elettronica, Politecnico di Milano, Italy|Dipartimento di Elettronica, Politecnico di Milano, Italy|Dipartimento di Elettronica, Politecnico di Milano, Italy";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"16";"206";"Software measurement|Particle measurements|Computer Society|Temperature measurement|Size measurement|Measurement units|Impedance|Physics";"program verification|software metrics|program testing";"software measurement validation";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=585506";"TOSE"
"Reply To: Comments On 'towards A Framework Of Software Measurement Validation'";"B. Kitchenham|S.L. Pfleeger|N. Fenton";"Keele University|Keele University|Keele University";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"7";"99";"Software measurement|Size measurement|Logic|Software engineering|Impedance|Time measurement|Size control|Performance analysis|Volume measurement";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=585507";"TOSE"
"Comments on 'Property-based software engineering measurement: refining the additivity properties'";"G. Poels|G. Dedene|L.C. Briand|S. Morasca|V.R. Basili";"Dept. of Appl. Econ. Sci., Katholieke Univ., Leuven, Belgium|Dept. of Appl. Econ. Sci., Katholieke Univ., Leuven, Belgium|Dept. of Appl. Econ. Sci., Katholieke Univ., Leuven, Belgium|Dept. of Appl. Econ. Sci., Katholieke Univ., Leuven, Belgium|Dept. of Appl. Econ. Sci., Katholieke Univ., Leuven, Belgium";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"7";"120";"Software engineering|Software measurement|Area measurement|Time measurement|Software systems|Feedback|Psychology|Additives|Flow graphs";"program testing|software metrics";"property definitions|property-based software engineering measurement|additivity properties|measure property set|real software measurement theory";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=585508";"TOSE"
"Response To: Comments On 'property-based Software Engineering Measurement: Refining The Additivity Properties'";"L.C. Briand|S. Morasca|V.R. Basili";"Fraunlwfer Institute for Experimental Software Engineering (IESE)|Fraunlwfer Institute for Experimental Software Engineering (IESE)|Fraunlwfer Institute for Experimental Software Engineering (IESE)";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"9";"66";"Software engineering|Software measurement|Computer Society|Merging";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=585509";"TOSE"
"Assessing software review meetings: results of a comparative analysis of two experimental studies";"A.A. Porter|P.M. Johnson";"Dept. of Comput. Sci., Maryland Univ., College Park, MD, USA|Dept. of Comput. Sci., Maryland Univ., College Park, MD, USA";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"54";"201";"Software reviews|Costs|Inspection|Software quality|Computer Society|Programming|Job shop scheduling|Collaborative work|Aggregates";"inspection|software quality|software development management";"reconciliation|software review meeting assessment|software quality assurance|inspection meeting";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=585501";"TOSE"
"Using coverage information to predict the cost-effectiveness of regression testing strategies";"D.S. Rosenblum|E.J. Weyuker";"Dept. of Inf. & Comput. Sci., California Univ., Irvine, CA, USA|Dept. of Inf. & Comput. Sci., California Univ., Irvine, CA, USA";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"40";"410";"System testing|Software testing|Costs|Software systems|Computer Society|Information analysis|Personnel";"system monitoring|statistical analysis|software cost estimation|program testing";"TESTTUBE method|coverage information|cost effectivenes prediction|selective regression testing strategies|test cases|test suite|software system|system changes|computationally efficient predictors|coverage relationship";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=585502";"TOSE"
"On the practical need for abstraction relations to verify abstract data type representations";"M. Sitaraman|B.W. Weide|W.F. Ogden";"Dept. of Stat. & Comput. Sci., West Virginia Univ., Morgantown, WV, USA|Dept. of Stat. & Comput. Sci., West Virginia Univ., Morgantown, WV, USA|Dept. of Stat. & Comput. Sci., West Virginia Univ., Morgantown, WV, USA";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"4";"67";"Concrete|Computer Society|Aggregates|Binary trees|Computer industry|Industrial relations|Software systems|Formal specifications|Greedy algorithms";"tree data structures|abstract data types|data structures|formal specification|program verification|optimisation";"industrial-strength software systems|abstraction relations|abstract data type representation verification|concrete representation|abstract conceptual value|abstract data type variable|pointer aggregates|binary tree|optimization problem|formal reasoning methods";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=585503";"TOSE"
"CSPL: an Ada95-like, Unix-based process environment";" Jen-Yen Jason Chen";"Dept. of Comput. Sci. & Inf. Eng., Nat. Chiao Tung Univ., Hsinchu, Taiwan";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"16";"54";"Object oriented modeling|Computer languages|Software design|Process design|Software prototyping|Prototypes|Software engineering|Software maintenance|Software tools|Computer industry";"operating systems (computers)|Unix|object-oriented languages|programming environments|parallel languages|computational linguistics";"IEEE Software Process Modeling Example Problem|Ada95-like Unix-based process environment|CSPL|concurrent software process language|object-oriented Ada95-like syntax|Unix shell semantics|modeling|enactment|object orientation|multirole feature|multiuser feature|unified object modeling|language constructs|work assignment statement|communication-related statements|role unit|tool unit|relation unit|CSPL environment prototype|CSPL process program";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=585504";"TOSE"
"Explicit communication revisited: two new attacks on authentication protocols";"M. Abadi";"Syst. Res. Center, Digital Equipment Corp., Palo Alto, CA, USA";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"9";"97";"Authentication|Cryptographic protocols|Public key cryptography|Public key|Knowledge based systems|Internet|Web server|Terminology|Protection|Displays";"software engineering|computer networks|public key cryptography|message authentication|protocols";"explicit messages|explicit communication|AKA protocol|SSH protocol|authentication protocols|secure connections|unprotected network|public key cryptography|sound authentication protocol design";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=585505";"TOSE"
"Corrigenda: software size estimation of object-oriented systems";"B. Henderson-Sellers";"Sch. of Inf. Technol., Swinburne Univ. of Technol., Hawthorn, Vic., Australia";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"4";"84";"Equations|Costs|Mercury (metals)|Error analysis|Mathematics|Statistics|Object oriented modeling|Mathematical model|State estimation|Convergence";"statistics|software cost estimation|object-oriented programming";"continuous data|software size estimation|object oriented systems|cost estimation|object oriented environment|mathematical errors|statistics|exponential functions";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=588544";"TOSE"
"Extracting reusable functions by flow graph based program slicing";"F. Lanubile|G. Visaggio";"Dept. of Comput. Sci., Maryland Univ., College Park, MD, USA|Dept. of Comput. Sci., Maryland Univ., College Park, MD, USA";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"69";"220";"Software reusability|Data mining|Software quality|Programming profession|Computer Society|Flow graphs|Transforms|Software systems|Equations|Input variables";"reverse engineering|program diagnostics|flow graphs|software reusability";"candidate functions|reusable function extraction|flow graph based program slicing|reusable components|program slicing|program decomposition method|ill structured programs|data flow equations|program flow graph|transform slice|output variables|transform slicing|domain knowledge|input/output parameters|slicing criterion|decomposition slice|concept validation|human interaction";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=588543";"TOSE"
"A quantitative model of the security intrusion process based on attacker behavior";"E. Jonsson|T. Olovsson";"Dept. of Comput. Eng., Chalmers Univ. of Technol., Goteborg, Sweden|Dept. of Comput. Eng., Chalmers Univ. of Technol., Goteborg, Sweden";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"126";"799";"Data security|Protection|Probability|Particle measurements|Control system synthesis|Testing";"message authentication|computer crime|social aspects of automation|authorisation";"operational security|quantitative model|security intrusion process|attacker behavior|conceptual framework|preventive security|external attacks|alleged attacker|quantitative terms|empirical data|intrusion experiments|attacking process|learning phase|standard attack phase|innovative attack phase|reliability modeling|computer security";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=588541";"TOSE"
"An industrial strength theorem prover for a logic based on Common Lisp";"M. Kaufmann|J.S. Moore";"Motorola Inc., Austin, TX, USA|Motorola Inc., Austin, TX, USA";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"36";"84";"Logic programming|Logic devices|Digital signal processing chips|Mathematics|Large-scale systems|Functional programming|Kernel|Signal processing algorithms|Microprocessors|Automatic logic units";"floating point arithmetic|theorem proving|LISP|program verification|digital signal processing chips";"formal logic|industrial strength theorem prover|Common Lisp|ACL2|reimplemented extended version|Nqthm|Pc-Nqthm|large scale verification projects|industrial strength programming language|large applicative subset|formal models|Motorola CAP digital signal processing chip|proof of correctness|floating point division algorithm|AMD5/sub K/86 microprocessor|Advanced Micro Devices";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=588534";"TOSE"
"Using a Protean language to enhance expressiveness in specification";"B. Bloom|A. Cheng|A. Dsouza";"IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA|IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA|IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"3";"35";"Specification languages|Algebra|Data structures|Boolean functions|Petri nets|Automata|Process design|Protocols|ISO standards";"process algebra|specification languages|formal specification|rewriting systems|program verification";"k-bounded Petri nets|Protean language|expressiveness enhancement|Protean specification language|structured operational semantics|abstraction|readability|specification languages|efficient algorithm|binary decision diagrams|finite specifications|model checker|specification techniques|model checking|Z specification|restricted I/O automata|action refinement";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=588539";"TOSE"
"Comparing verification systems: interactive consistency in ACL2";"W.D. Young";"Comput.. Logic Inc., Austin, TX, USA";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"4";"45";"Fault tolerance|Fault tolerant systems|Cost function|Automatic logic units|Specification languages|Algorithm design and analysis";"theorem proving|program verification|software fault tolerance|formal logic|formal specification";"automated proof discovery|verification systems|interactive consistency|ACL2|fault tolerant computing|Oral Messages algorithm|machine supported verifications|EHDM|PVS|benchmark problem|specification systems|OM algorithm|ACL2 logic|higher order functions|strong typing|lambda abstraction|full quantification|logical constructs";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=588536";"TOSE"
"EVA: a flexible programming method for evolving systems";"S. Matsuura|H. Kuruma|S. Honiden";"Lab. for New Software Archit., Inf. Technol. Promotion Agency, Tokyo, Japan|Lab. for New Software Archit., Inf. Technol. Promotion Agency, Tokyo, Japan|Lab. for New Software Archit., Inf. Technol. Promotion Agency, Tokyo, Japan";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"5";"127";"Functional programming|Genetic programming|Programming profession|High level languages|Automatic programming|Application software|Laboratories|Software architecture";"type theory|software reusability|formal specification|programming environments|software maintenance|functional programming";"formal programming processes|flexible programming method|evolving systems|EVA|program modification|quality|evolution mechanism for flexible agent|change specification|new requirements|modification reuse|formal techniques|functional programming|type theory|modules|parameterized programming|natural deduction";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=588522";"TOSE"
"Formal requirements analysis of an avionics control system";"B. Dutertre|V. Stavridou";"Dept. of Comput. Sci., Queen Mary & Westfield Coll., London, UK|Dept. of Comput. Sci., Queen Mary & Westfield Coll., London, UK";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"24";"178";"Aerospace electronics|Control systems|Software safety|Aircraft|Aerospace control|Real time systems|Large-scale systems|Optimization methods|Formal verification|Collaborative work";"aircraft control|formal specification|formal verification|safety-critical software|real-time systems|military avionics|military aircraft|military computing";"fighter aircraft|avionics control system|formal requirements analysis|real-time system specification|real-time system verification|PVS|formalized functional requirements|formalized safety requirements|multilevel verification|system safety properties|large scale verification|verification activity structuring";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=588520";"TOSE"
"Dynamic verification of C++ generic algorithms";" Changqing Wang|D.R. Musser";"Dept. of Software Syst., GTE Labs. Inc., Waltham, MA, USA|Dept. of Software Syst., GTE Labs. Inc., Waltham, MA, USA";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"6";"165";"Formal verification|ISO standards|Debugging|ANSI standards|Libraries|Inference algorithms|Testing|Data analysis|Databases|Packaging";"program testing|formal verification|program debugging|program interpreters|subroutines|software libraries|data structures|inference mechanisms";"STL generic algorithm|C++ generic algorithms|dynamic verification|formal verification|Standard Template Library|behavioral abstraction|symbolic execution techniques|data types|model generic concepts|symbolic inputs|output deduction|inference methods|program testing|multiple program execution paths|debugger program|analysis database|control transfer";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=588523";"TOSE"
"The model checker SPIN";"G.J. Holzmann";"Comput. Sci. Res. Center, AT&T Bell Labs., Murray Hill, NJ, USA";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"1255";"1599";"Software systems|Application software|Distributed algorithms|Control system synthesis|Algorithm design and analysis|Error correction codes|Telephony|Design methodology|Concurrent computing|Message passing";"distributed processing|formal verification|formal specification";"verifier structure|SPIN model checker|efficient verification system|distributed software system models|design error detection|high-level distributed algorithm descriptions|detailed code|telephone exchange control|verifier design";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=588521";"TOSE"
"The Amulet environment: new models for effective user interface software development";"B.A. Myers|R.G. McDaniel|R.C. Miller|A.S. Ferrency|A. Faulring|B.D. Kyle|A. Mickish|A. Klimovitski|P. Doane";"Sch. of Comput. Sci., Carnegie Mellon Univ., Pittsburgh, PA, USA|Sch. of Comput. Sci., Carnegie Mellon Univ., Pittsburgh, PA, USA|Sch. of Comput. Sci., Carnegie Mellon Univ., Pittsburgh, PA, USA|Sch. of Comput. Sci., Carnegie Mellon Univ., Pittsburgh, PA, USA|Sch. of Comput. Sci., Carnegie Mellon Univ., Pittsburgh, PA, USA|Sch. of Comput. Sci., Carnegie Mellon Univ., Pittsburgh, PA, USA|Sch. of Comput. Sci., Carnegie Mellon Univ., Pittsburgh, PA, USA|Sch. of Comput. Sci., Carnegie Mellon Univ., Pittsburgh, PA, USA|Sch. of Comput. Sci., Carnegie Mellon Univ., Pittsburgh, PA, USA";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"55";"202";"User interfaces|Animation|Programming profession|Graphical user interfaces|Software prototyping|Prototypes|Graphics|Displays|Control system analysis|Automatic control";"object-oriented programming|user interface management systems|programming environments|computer animation|graphical user interfaces";"automatic display|graphical user interface software|effective user interface software development|Amulet user interface development environment|animation|object system|prototype instance model|constraint system|arbitrary code|multiple constraint solvers|interactor objects|behavior object reuse|output model|declarative definition|automatic refresh|command objects|graphical objects";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=601073";"TOSE"
"An optimal algorithm for scheduling soft aperiodic tasks in dynamic-priority preemptive systems";"I. Ripoll|A. Crespo|A. Garcia-Fornes";"Dept. de Ingenieria de Sistemas, Comput. y Autom., Univ. Politecnica de Valencia, Spain|Dept. de Ingenieria de Sistemas, Comput. y Autom., Univ. Politecnica de Valencia, Spain|Dept. de Ingenieria de Sistemas, Comput. y Autom., Univ. Politecnica de Valencia, Spain";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"24";"215";"Scheduling algorithm|Dynamic scheduling|Processor scheduling|Real time systems|Testing|Delay|Timing|Computer Society|Runtime";"distributed algorithms|scheduling|real-time systems|minimisation|computational complexity";"earliest deadline first|optimal algorithm|soft aperiodic task scheduling|dynamic priority preemptive systems|soft real time constraints|priority preemptive dispatcher|EDF policy|online algorithm|acceptor algorithm|aperiodic work load servicing|hard deadlines|aperiodic response time|dynamic priority schedulers|periodic hard tasks|offline analysis|run time scheduler|pseudopolynomial time";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=601081";"TOSE"
"An experiment to assess the cost-benefits of code inspections in large scale software development";"A.A. Porter|H.P. Siy|C.A. Toman|L.G. Votta";"Dept. of Comput. Sci., Maryland Univ., College Park, MD, USA|Dept. of Comput. Sci., Maryland Univ., College Park, MD, USA|Dept. of Comput. Sci., Maryland Univ., College Park, MD, USA|Dept. of Comput. Sci., Maryland Univ., College Park, MD, USA";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"73";"388";"Inspection|Large-scale systems|Programming|Costs|Analysis of variance|Software quality|Switches|Computer Society|Laboratories|Design optimization";"professional aspects|software cost estimation|cost-benefit analysis|inspection|software quality";"defect detection effectiveness|code inspection cost benefits|large scale software development|long term experiment|software inspection methods|professional developers|commercial software product|live development effort|experiment design|simulation techniques|software practitioners|independent variables|reviewers|inspection team|code unit|experienced software developers|inspection interval|defect detection rate";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=601071";"TOSE"
"Measuring software dependability by robustness benchmarking";"A. Mukherjee|D.P. Siewiorek";"Sch. of Comput. Sci., Carnegie Mellon Univ., Pittsburgh, PA, USA|Sch. of Comput. Sci., Carnegie Mellon Univ., Pittsburgh, PA, USA";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"41";"199";"Software measurement|Robustness|Benchmark testing|Operating systems|Software systems|System testing|Buildings|Application software|Software tools|Computer aided instruction";"operating systems (computers)|software metrics|software reliability|program testing|Unix|virtual storage";"response class structures|software dependability measurement|robustness benchmarking|software system robustness|robust software systems development|hierarchically structured benchmark|hierarchically structured approach|robustness benchmarks|Unix file|virtual memory systems";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=601075";"TOSE"
"Evaluating alternative software production functions";" Qing Hu";"Dept. of Decision & Inf. Syst., Florida Atlantic Univ., Boca Raton, FL, USA";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"18";"120";"Programming|Cost function|Econometrics|Software maintenance|Delay|Production systems|Software systems|Software testing|Environmental economics|Size measurement";"statistical analysis|software cost estimation|economics|project management";"quadratic software production function|alternative software production function evaluation|software development projects|cost overruns|schedule delays|software cost models|consistent accuracy|software development processes|economic production process|economic theories|cost models|software production models|P-test|statistical procedure|hypothesis testing|econometric studies|translog models";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=601078";"TOSE"
"The role of opportunism in the software design reuse process";"A. Sen";"Dept. of Bus. Anal. & Res., Texas A&M Univ., College Station, TX, USA";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"25";"343";"Software design|Software reusability|Software tools|Collaborative software|Programming|Software libraries|Investments|Humans|Computer aided software engineering|Process design";"blackboard architecture|software reusability|software libraries|software tools";"reuse library management system|opportunism|software design reuse process|task requirements|structured description|design schema|collaborative design knowledge|software development life cycle|cognitive model|demand-side software reuse|protocol analysis|blackboard technology";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=605760";"TOSE"
"Storing and retrieving software components: a refinement based system";"R. Mili|A. Mili|R.T. Mittermeir";"Southwestern Med. Center, Texas Univ., Dallas, TX, USA|Southwestern Med. Center, Texas Univ., Dallas, TX, USA|Southwestern Med. Center, Texas Univ., Dallas, TX, USA";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"60";"199";"Software libraries|Formal specifications|Software algorithms|Information science|Application software|Information retrieval|Software maintenance|Humans|Maintenance engineering|Computer languages";"formal specification|software libraries|software reusability|information retrieval";"software reuse|software component storage|software component retrieval|refinement based system|software libraries|software repositories|informal retrieval algorithms|recall|precision|formal specifications|refinement ordering";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=605762";"TOSE"
"Software reuse by specialization of generic procedures through views";"G.S. Novak";"Dept. of Comput. Sci., Texas Univ., Austin, TX, USA";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"18";"48";"Concrete|Software algorithms|Clustering algorithms|Programming profession|Object oriented programming|User interfaces|Application software|Costs|Production|Libraries";"user interfaces|software reusability|abstract data types|partial evaluation (compilers)|program compilers";"direct manipulation editor|software reuse|generic procedure specialization|views|computational mapping|concrete type|abstract data type|user interface|view clusters|partial evaluation";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=605759";"TOSE"
"The AETG system: an approach to testing based on combinatorial design";"D.M. Cohen|S.R. Dalal|M.L. Fredman|G.C. Patton";"IDA Center for Comput. Sci., Bowie, MD, USA|IDA Center for Comput. Sci., Bowie, MD, USA|IDA Center for Comput. Sci., Bowie, MD, USA|IDA Center for Comput. Sci., Bowie, MD, USA";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"429";"1300";"System testing|Application software|Telephony|Costs|Computer Society|Design for experiments|Programming|Software testing|Asynchronous transfer mode|Monitoring";"software cost estimation|program testing|software tools|open systems";"high-level test plans|AETG system|software testing|combinatorial design|system test parameters|test scenarios|system configuration parameters|user inputs|test set generation|n-way parameter combination|pairwise parameter combination|triple parameter combination|interoperability testing|unit testing|system testing";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=605761";"TOSE"
"Design recovery for distributed systems";"L.J. Holtzblatt|R.L. Piazza|H.B. Reubenstein|S.N. Roberts|D.R. Harris";"Reasoning Inc., Mountain View, CA, USA|Reasoning Inc., Mountain View, CA, USA|Reasoning Inc., Mountain View, CA, USA|Reasoning Inc., Mountain View, CA, USA|Reasoning Inc., Mountain View, CA, USA";"IEEE Transactions on Software Engineering";"1997";"Journals & Magazine";"18";"60";"Software maintenance|Reverse engineering|Software systems|Data mining|Navigation|Productivity|Displays|Software tools|Computer languages|Application software";"command and control systems|distributed processing|reverse engineering|software tools|Ada";"program understanding|design recovery|distributed systems|reverse engineering|tools|Ada|tasking constructs|information flow|programming languages|legacy applications|Jovial|CMS-2|assembly languages|command and control system";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=605763";"TOSE"
